user,date,tube,lineage,replicate
RAB,9/3/2023,1,HA-HA,2
RAB,9/3/2023,2,HH-HA,1
RAB,9/3/2023,3,HA-HA,2
RAB,9/3/2023,4,HA-HA,2
RAB,9/3/2023,5,HH-HA,1
RAB,9/3/2023,6,HA-HA,2
RAB,9/3/2023,7,HH-HA,1
RAB,9/3/2023,8,HH-HA,1
RAB,9/3/2023,9,HH-HA,1
RAB,9/3/2023,10,HA-HA,2
