user,date,tube,lineage,replicate
RAB,10/6/2023,1,HH-HH,1
RAB,10/6/2023,2,HA-HH,4
RAB,10/6/2023,3,HA-HH,4
RAB,10/6/2023,4,HA-HH,4
RAB,10/6/2023,5,HH-HH,1
RAB,10/6/2023,6,HA-HH,4
RAB,10/6/2023,7,HH-HH,1
RAB,10/6/2023,8,HH-HH,1
RAB,10/6/2023,9,HA-HH,4
RAB,10/6/2023,10,HH-HH,1
