user,date,tube,lineage,replicate
RAB,9/1/2023,1,HA-HA,3
RAB,9/1/2023,2,HA-HA,3
RAB,9/1/2023,3,HH-HA,2
RAB,9/1/2023,4,HA-HA,3
RAB,9/1/2023,5,HH-HA,2
RAB,9/1/2023,6,HH-HA,2
RAB,9/1/2023,7,HA-HA,3
RAB,9/1/2023,8,HH-HA,2
RAB,9/1/2023,9,HH-HA,2
RAB,9/1/2023,10,HA-HA,3
