Date UTC, Time UTC, Temp1 *C, Temp2 *C, Temp3 *C
2023/7/7, 18:33:53, 21.313, 21.234, 21.297
2023/7/7, 18:34:0, 21.336, 21.242, 21.313
2023/7/7, 18:34:10, 21.344, 21.258, 21.336
2023/7/7, 18:34:20, 21.352, 21.273, 21.344
2023/7/7, 18:34:30, 21.367, 21.281, 21.359
2023/7/7, 18:34:40, 21.383, 21.289, 21.375
2023/7/7, 18:34:50, 21.398, 21.305, 21.391
2023/7/7, 18:35:0, 21.414, 21.313, 21.414
2023/7/7, 18:35:10, 21.430, 21.320, 21.422
2023/7/7, 18:35:20, 21.445, 21.336, 21.445
2023/7/7, 18:35:30, 21.469, 21.359, 21.461
2023/7/7, 18:35:40, 21.492, 21.367, 21.484
2023/7/7, 18:35:50, 21.508, 21.391, 21.508
2023/7/7, 18:36:0, 21.531, 21.406, 21.523
2023/7/7, 18:36:10, 21.563, 21.445, 21.555
2023/7/7, 18:36:20, 21.578, 21.469, 21.578
2023/7/7, 18:36:30, 21.609, 21.484, 21.609
2023/7/7, 18:36:40, 21.633, 21.516, 21.641
2023/7/7, 18:36:50, 21.672, 21.547, 21.664
2023/7/7, 18:37:0, 21.703, 21.578, 21.680
2023/7/7, 18:37:10, 21.734, 21.609, 21.695
2023/7/7, 18:37:20, 21.766, 21.641, 21.711
2023/7/7, 18:37:30, 21.797, 21.672, 21.727
2023/7/7, 18:37:40, 21.844, 21.711, 21.766
2023/7/7, 18:37:50, 21.875, 21.742, 21.797
2023/7/7, 18:38:0, 21.906, 21.773, 21.836
2023/7/7, 18:38:10, 21.953, 21.813, 21.875
2023/7/7, 18:38:20, 21.992, 21.844, 21.898
2023/7/7, 18:38:30, 22.031, 21.891, 21.953
2023/7/7, 18:38:40, 22.070, 21.930, 22.016
2023/7/7, 18:38:50, 22.117, 21.969, 22.063
2023/7/7, 18:39:0, 22.156, 22.016, 22.117
2023/7/7, 18:39:10, 22.195, 22.063, 22.164
2023/7/7, 18:39:20, 22.234, 22.094, 22.219
2023/7/7, 18:39:30, 22.273, 22.148, 22.273
2023/7/7, 18:39:40, 22.320, 22.188, 22.320
2023/7/7, 18:39:50, 22.359, 22.234, 22.359
2023/7/7, 18:40:0, 22.398, 22.266, 22.398
2023/7/7, 18:40:10, 22.445, 22.320, 22.422
