user,date,tube,lineage,replicate
RAB,7/6/2023,1,HA-HA,3
RAB,7/6/2023,2,HA-HA,3
RAB,7/6/2023,3,AA-HA,3
RAB,7/6/2023,4,AA-HA,3
RAB,7/6/2023,5,HA-HA,3
RAB,7/6/2023,6,AA-HA,3
RAB,7/6/2023,7,HA-HA,3
RAB,7/6/2023,8,AA-HA,3
RAB,7/6/2023,9,AA-HA,3
RAB,7/6/2023,10,HA-HA,3
