user,date,tube,lineage,replicate
RAB,7/5/2023,1,AA-HA,1
RAB,7/5/2023,2,HA-HA,1
RAB,7/5/2023,3,AA-HA,1
RAB,7/5/2023,4,HA-HA,1
RAB,7/5/2023,5,HA-HA,1
RAB,7/5/2023,6,HA-HA,1
RAB,7/5/2023,7,AA-HA,1
RAB,7/5/2023,8,AA-HA,1
RAB,7/5/2023,9,HA-HA,1
RAB,7/5/2023,10,AA-HA,1
