user,date,tube,lineage,replicate
RAB,7/7/2023,1,AA-HA,2
RAB,7/7/2023,2,HA-HA,2
RAB,7/7/2023,3,HA-HA,2
RAB,7/7/2023,4,HA-HA,2
RAB,7/7/2023,5,AA-HA,2
RAB,7/7/2023,6,AA-HA,2
RAB,7/7/2023,7,HA-HA,2
RAB,7/7/2023,8,AA-HA,2
RAB,7/7/2023,9,HA-HA,2
RAB,7/7/2023,10,AA-HA,2
