user,date,tube,lineage,replicate
RAB,7/7/2023,1,HA-HA,4
RAB,7/7/2023,2,HA-HA,4
RAB,7/7/2023,3,HA-HA,4
RAB,7/7/2023,4,AA-HA,4
RAB,7/7/2023,5,HA-HA,4
RAB,7/7/2023,6,AA-HA,4
RAB,7/7/2023,7,AA-HA,4
RAB,7/7/2023,8,AA-HA,4
RAB,7/7/2023,9,AA-HA,4
RAB,7/7/2023,10,AA-HA,4
