Date UTC, Time UTC, Temp1 *C, Temp2 *C, Temp3 *C
2023/9/1, 18:3:56, 20.539, 20.477, 20.453
2023/9/1, 18:4:0, 20.563, 20.500, 20.469
2023/9/1, 18:4:10, 20.578, 20.508, 20.477
2023/9/1, 18:4:20, 20.594, 20.531, 20.492
2023/9/1, 18:4:30, 20.609, 20.547, 20.500
2023/9/1, 18:4:40, 20.633, 20.563, 20.523
2023/9/1, 18:4:50, 20.656, 20.586, 20.531
2023/9/1, 18:5:0, 20.680, 20.602, 20.555
2023/9/1, 18:5:10, 20.711, 20.633, 20.570
2023/9/1, 18:5:20, 20.727, 20.656, 20.594
2023/9/1, 18:5:30, 20.773, 20.680, 20.609
2023/9/1, 18:5:40, 20.797, 20.703, 20.641
2023/9/1, 18:5:50, 20.820, 20.734, 20.664
2023/9/1, 18:6:0, 20.859, 20.766, 20.688
2023/9/1, 18:6:10, 20.898, 20.789, 20.711
2023/9/1, 18:6:20, 20.930, 20.828, 20.750
2023/9/1, 18:6:30, 20.961, 20.859, 20.781
2023/9/1, 18:6:40, 21.000, 20.891, 20.805
2023/9/1, 18:6:50, 21.039, 20.922, 20.836
2023/9/1, 18:7:0, 21.078, 20.953, 20.875
2023/9/1, 18:7:10, 21.109, 20.984, 20.906
2023/9/1, 18:7:20, 21.148, 21.016, 20.938
2023/9/1, 18:7:30, 21.180, 21.055, 20.977
2023/9/1, 18:7:40, 21.227, 21.094, 21.016
2023/9/1, 18:7:50, 21.266, 21.117, 21.047
2023/9/1, 18:8:0, 21.305, 21.156, 21.078
2023/9/1, 18:8:10, 21.344, 21.188, 21.133
2023/9/1, 18:8:20, 21.391, 21.234, 21.164
2023/9/1, 18:8:30, 21.422, 21.266, 21.203
2023/9/1, 18:8:40, 21.477, 21.305, 21.234
2023/9/1, 18:8:50, 21.508, 21.344, 21.289
2023/9/1, 18:9:0, 21.555, 21.383, 21.320
2023/9/1, 18:9:10, 21.594, 21.422, 21.359
2023/9/1, 18:9:20, 21.633, 21.461, 21.398
2023/9/1, 18:9:30, 21.680, 21.492, 21.445
2023/9/1, 18:9:40, 21.719, 21.539, 21.484
2023/9/1, 18:9:50, 21.766, 21.570, 21.523
2023/9/1, 18:10:0, 21.797, 21.609, 21.570
2023/9/1, 18:10:10, 21.836, 21.648, 21.609
2023/9/1, 18:10:20, 21.883, 21.688, 21.648
2023/9/1, 18:10:30, 21.930, 21.727, 21.688
2023/9/1, 18:10:40, 21.977, 21.758, 21.727
2023/9/1, 18:10:50, 22.008, 21.797, 21.773
2023/9/1, 18:11:0, 22.047, 21.828, 21.813
2023/9/1, 18:11:10, 22.094, 21.867, 21.859
2023/9/1, 18:11:20, 22.141, 21.906, 21.898
2023/9/1, 18:11:30, 22.180, 21.938, 21.930
2023/9/1, 18:11:40, 22.227, 21.969, 21.977
2023/9/1, 18:11:50, 22.258, 22.000, 22.023
2023/9/1, 18:12:0, 22.305, 22.039, 22.063
2023/9/1, 18:12:10, 22.352, 22.070, 22.109
2023/9/1, 18:12:20, 22.391, 22.102, 22.156
2023/9/1, 18:12:30, 22.430, 22.133, 22.203
2023/9/1, 18:12:40, 22.477, 22.172, 22.242
2023/9/1, 18:12:50, 22.516, 22.203, 22.281
2023/9/1, 18:13:0, 22.563, 22.234, 22.320
2023/9/1, 18:13:10, 22.594, 22.258, 22.367
2023/9/1, 18:13:20, 22.641, 22.297, 22.406
2023/9/1, 18:13:30, 22.680, 22.336, 22.453
2023/9/1, 18:13:40, 22.727, 22.367, 22.492
