user,date,tube,lineage,replicate
MCS,11/28/22,1,HH,3
MCS,11/28/22,2,AH,3
MCS,11/28/22,3,HA,3
MCS,11/28/22,4,HH,3
MCS,11/28/22,5,AA,3
MCS,11/28/22,6,HH,3
MCS,11/28/22,7,AA,3
MCS,11/28/22,8,AA,3
MCS,11/28/22,9,HA,3
MCS,11/28/22,10,AA,3
