user,date,tube,lineage,replicate
RAB,1/25/2023,1,HA,2
RAB,1/25/2023,2,AH,1
RAB,1/25/2023,3,HH,3
RAB,1/25/2023,4,AH,1
RAB,1/25/2023,5,HH,3
RAB,1/25/2023,6,HA,2
RAB,1/25/2023,7,AA,2
RAB,1/25/2023,8,HH,3
RAB,1/25/2023,9,HA,2
RAB,1/25/2023,10,AA,2
