user,date,tube,lineage,replicate
RAB,12/6/2022,1,AH,2
RAB,12/6/2022,2,HA,2
RAB,12/6/2022,3,AH,2
RAB,12/6/2022,4,HH,3
RAB,12/6/2022,5,HA,2
RAB,12/6/2022,6,HA,2
RAB,12/6/2022,7,HA,2
RAB,12/6/2022,8,AA,3
RAB,12/6/2022,9,AH,2
RAB,12/6/2022,10,HA,2
