user,date,tube,lineage,replicate
MCS,11/21/22,1,HH,2
MCS,11/21/22,2,AA,3
MCS,11/21/22,3,HA,1
MCS,11/21/22,4,AH,1
MCS,11/21/22,5,AA,3
MCS,11/21/22,6,AH,1
MCS,11/21/22,7,HA,1
MCS,11/21/22,8,HH,2
MCS,11/21/22,9,AH,1
MCS,11/21/22,10,HH,2
