user,date,tube,lineage,replicate
RAB,1/27/2023,1,HH,1
RAB,1/27/2023,2,HH,1
RAB,1/27/2023,3,HH,1
RAB,1/27/2023,4,AH,1
RAB,1/27/2023,5,HA,4
RAB,1/27/2023,6,AH,1
RAB,1/27/2023,7,HH,1
RAB,1/27/2023,8,AH,1
RAB,1/27/2023,9,AA,1
RAB,1/27/2023,10,HH,2
