user,date,tube,lineage,replicate
RAB,1/12/2023,1,HA,4
RAB,1/12/2023,2,AA,4
RAB,1/12/2023,3,AA,4
RAB,1/12/2023,4,HA,4
RAB,1/12/2023,5,AH,4
RAB,1/12/2023,6,HH,1
RAB,1/12/2023,7,AH,4
RAB,1/12/2023,8,HH,1
RAB,1/12/2023,9,HH,1
RAB,1/12/2023,10,AH,4
