user,date,tube,lineage,replicate
RAB,2/3/2023,1,AH,2
RAB,2/3/2023,2,AA,1
RAB,2/3/2023,3,HA,4
RAB,2/3/2023,4,HH,4
RAB,2/3/2023,5,HA,4
RAB,2/3/2023,6,AH,2
RAB,2/3/2023,7,HA,4
RAB,2/3/2023,8,AH,2
RAB,2/3/2023,9,AH,2
RAB,2/3/2023,10,AH,2
