Date,Time,Temp1,Temp2,Temp3
2021/6/1, 14:5:37, 21.3125, 21.3125, 21.2500
2021/6/1, 14:5:40, 21.3125, 21.3125, 21.2500
2021/6/1, 14:5:45, 21.3750, 21.2500, 21.3125
2021/6/1, 14:5:50, 21.3750, 21.3125, 21.3125
2021/6/1, 14:5:55, 21.3750, 21.3125, 21.3125
2021/6/1, 14:6:0, 21.3750, 21.2500, 21.3125
2021/6/1, 14:6:5, 21.3750, 21.3750, 21.3125
2021/6/1, 14:6:10, 21.4375, 21.3750, 21.3750
2021/6/1, 14:6:15, 21.3750, 21.3125, 21.3750
2021/6/1, 14:6:20, 21.4375, 21.3125, 21.3750
2021/6/1, 14:6:25, 21.4375, 21.3125, 21.3750
2021/6/1, 14:6:30, 21.4375, 21.4375, 21.3750
2021/6/1, 14:6:35, 21.4375, 21.4375, 21.4375
2021/6/1, 14:6:40, 21.5000, 21.4375, 21.4375
2021/6/1, 14:6:45, 21.5000, 21.4375, 21.4375
2021/6/1, 14:6:50, 21.5625, 21.4375, 21.4375
2021/6/1, 14:6:55, 21.5625, 21.4375, 21.5000
2021/6/1, 14:7:0, 21.5625, 21.5000, 21.5000
2021/6/1, 14:7:5, 21.6250, 21.5000, 21.5000
2021/6/1, 14:7:10, 21.6250, 21.5000, 21.5625
2021/6/1, 14:7:15, 21.6250, 21.5625, 21.5625
2021/6/1, 14:7:20, 21.6250, 21.5625, 21.5625
2021/6/1, 14:7:25, 21.6875, 21.5000, 21.5625
2021/6/1, 14:7:30, 21.6875, 21.6250, 21.5625
2021/6/1, 14:7:35, 21.6875, 21.6250, 21.6250
2021/6/1, 14:7:40, 21.6875, 21.6250, 21.6250
2021/6/1, 14:7:45, 21.6875, 21.6250, 21.6250
2021/6/1, 14:7:50, 21.7500, 21.6875, 21.6250
2021/6/1, 14:7:55, 21.7500, 21.6875, 21.7500
2021/6/1, 14:8:0, 21.8125, 21.6875, 21.6875
2021/6/1, 14:8:5, 21.8125, 21.6875, 21.6875
2021/6/1, 14:8:10, 21.8750, 21.6875, 21.7500
2021/6/1, 14:8:15, 21.8750, 21.7500, 21.7500
2021/6/1, 14:8:20, 21.8750, 21.8125, 21.8125
2021/6/1, 14:8:25, 21.8750, 21.8125, 21.8125
2021/6/1, 14:8:30, 21.8750, 21.8750, 21.8125
2021/6/1, 14:8:35, 21.9375, 21.8750, 21.8750
2021/6/1, 14:8:40, 22.0000, 21.8125, 21.8750
2021/6/1, 14:8:45, 22.0000, 21.8750, 21.8750
2021/6/1, 14:8:50, 22.0000, 21.8750, 21.9375
2021/6/1, 14:8:55, 22.0625, 21.9375, 21.8750
2021/6/1, 14:9:0, 22.0625, 21.9375, 22.0000
2021/6/1, 14:9:5, 22.0625, 21.9375, 21.9375
2021/6/1, 14:9:10, 22.0625, 22.0000, 22.0000
2021/6/1, 14:9:15, 22.1250, 22.0000, 22.0625
2021/6/1, 14:9:20, 22.1250, 22.0625, 22.0000
2021/6/1, 14:9:25, 22.1250, 22.0625, 22.0625
2021/6/1, 14:9:30, 22.1875, 22.0625, 22.1250
2021/6/1, 14:9:35, 22.1875, 22.1250, 22.1250
2021/6/1, 14:9:40, 22.1875, 22.1250, 22.1875
2021/6/1, 14:9:45, 22.3125, 22.1250, 22.1250
2021/6/1, 14:9:50, 22.2500, 22.1250, 22.1875
2021/6/1, 14:9:55, 22.3125, 22.2500, 22.1875
2021/6/1, 14:10:0, 22.3125, 22.1875, 22.1875
2021/6/1, 14:10:5, 22.3750, 22.2500, 22.2500
2021/6/1, 14:10:10, 22.3750, 22.2500, 22.3125
2021/6/1, 14:10:15, 22.4375, 22.3125, 22.3125
2021/6/1, 14:10:20, 22.3750, 22.2500, 22.3125
2021/6/1, 14:10:25, 22.4375, 22.3125, 22.3750
2021/6/1, 14:10:30, 22.4375, 22.3750, 22.3750
2021/6/1, 14:10:35, 22.5000, 22.3750, 22.3750
2021/6/1, 14:10:40, 22.5000, 22.4375, 22.3750
2021/6/1, 14:10:45, 22.5000, 22.4375, 22.4375
2021/6/1, 14:10:50, 22.5625, 22.4375, 22.5000
2021/6/1, 14:10:55, 22.5625, 22.4375, 22.5000
2021/6/1, 14:11:0, 22.5625, 22.4375, 22.5000
2021/6/1, 14:11:5, 22.5625, 22.5000, 22.5000
