user,date,tube,lineage,replicate
RAB,4/7/2023,1,AA-AH,4
RAB,4/7/2023,2,AA-AA,2
RAB,4/7/2023,3,AH-AH,2
RAB,4/7/2023,4,AH-AA,2
RAB,4/7/2023,5,AA-AH,4
RAB,4/7/2023,6,AH-AA,2
RAB,4/7/2023,7,AA-AA,2
RAB,4/7/2023,8,AH-AH,2
RAB,4/7/2023,9,AA-AH,4
RAB,4/7/2023,10,AH-AA,2
