user,date,tube,lineage,replicate
RAB,4/10/2023,1,AA-AH,4
RAB,4/10/2023,2,AA-AH,4
RAB,4/10/2023,3,AH-AH,4
RAB,4/10/2023,4,AA-AA,1
RAB,4/10/2023,5,AH-AH,4
RAB,4/10/2023,6,AH-AA,4
RAB,4/10/2023,7,AH-AH,4
RAB,4/10/2023,8,AA-AA,1
RAB,4/10/2023,9,AH-AH,4
RAB,4/10/2023,10,AA-AA,1
