user,date,tube,lineage,replicate
RAB,4/12/2023,1,AH-AH,3
RAB,4/12/2023,2,AA-AH,2
RAB,4/12/2023,3,AA-AA,3
RAB,4/12/2023,4,AA-AA,3
RAB,4/12/2023,5,AH-AH,3
RAB,4/12/2023,6,AA-AA,3
RAB,4/12/2023,7,AA-AH,2
RAB,4/12/2023,8,AH-AA,1
RAB,4/12/2023,9,AA-AH,2
RAB,4/12/2023,10,AH-AA,3
