user,date,tube,lineage,replicate
RAB,4/9/2023,1,AA-AA,2
RAB,4/9/2023,2,AA-AA,2
RAB,4/9/2023,3,AH-AA,2
RAB,4/9/2023,4,AA-AH,3
RAB,4/9/2023,5,AH-AH,2
RAB,4/9/2023,6,AH-AH,2
RAB,4/9/2023,7,AH-AA,2
RAB,4/9/2023,8,AH-AA,2
RAB,4/9/2023,9,AH-AA,2
RAB,4/9/2023,10,AA-AA,2
