Date,Time,Temp1,Temp2,Temp3
2022/12/13, 17:58:6, 21.8750, 21.9375, 21.8125
2022/12/13, 17:58:10, 21.8750, 21.9375, 21.8750
2022/12/13, 17:58:15, 21.8750, 21.9375, 21.8750
2022/12/13, 17:58:20, 21.9375, 21.8750, 21.8750
2022/12/13, 17:58:25, 21.9375, 21.9375, 21.8750
2022/12/13, 17:58:30, 21.9375, 22.0000, 21.8125
2022/12/13, 17:58:35, 21.9375, 21.9375, 21.8750
2022/12/13, 17:58:40, 21.9375, 21.9375, 21.9375
2022/12/13, 17:58:45, 21.9375, 22.0000, 21.8750
2022/12/13, 17:58:50, 21.9375, 22.0000, 21.9375
2022/12/13, 17:58:55, 22.0000, 22.0000, 21.8750
2022/12/13, 17:59:0, 22.0000, 22.0000, 21.9375
2022/12/13, 17:59:5, 22.0625, 22.0625, 22.0000
2022/12/13, 17:59:10, 22.0000, 22.0625, 22.0000
2022/12/13, 17:59:15, 22.0625, 22.0625, 22.0000
2022/12/13, 17:59:20, 22.0625, 22.1250, 22.0000
2022/12/13, 17:59:25, 22.0625, 22.0625, 22.0000
2022/12/13, 17:59:30, 22.1250, 22.1250, 22.0625
2022/12/13, 17:59:35, 22.1250, 22.0625, 22.0625
2022/12/13, 17:59:40, 22.1250, 22.1875, 22.0625
2022/12/13, 17:59:45, 22.1250, 22.1250, 22.0625
2022/12/13, 17:59:50, 22.1250, 22.1875, 22.1250
2022/12/13, 17:59:55, 22.1875, 22.1875, 22.1250
2022/12/13, 18:0:0, 22.1875, 22.1875, 22.1250
2022/12/13, 18:0:5, 22.2500, 22.2500, 22.1250
2022/12/13, 18:0:10, 22.2500, 22.2500, 22.1875
2022/12/13, 18:0:15, 22.2500, 22.2500, 22.1875
2022/12/13, 18:0:20, 22.3125, 22.3125, 22.1875
2022/12/13, 18:0:25, 22.3125, 22.2500, 22.2500
2022/12/13, 18:0:30, 22.3125, 22.3750, 22.2500
2022/12/13, 18:0:35, 22.3125, 22.3125, 22.2500
2022/12/13, 18:0:40, 22.3750, 22.3125, 22.2500
2022/12/13, 18:0:45, 22.3750, 22.3750, 22.3125
2022/12/13, 18:0:50, 22.3750, 22.3750, 22.3125
2022/12/13, 18:0:55, 22.4375, 22.4375, 22.3125
2022/12/13, 18:1:0, 22.4375, 22.4375, 22.3750
2022/12/13, 18:1:5, 22.4375, 22.5000, 22.3750
2022/12/13, 18:1:10, 22.4375, 22.5000, 22.3750
2022/12/13, 18:1:15, 22.5000, 22.5000, 22.4375
2022/12/13, 18:1:20, 22.5000, 22.5000, 22.4375
2022/12/13, 18:1:25, 22.5625, 22.5000, 22.5000
2022/12/13, 18:1:30, 22.5625, 22.5625, 22.5000
2022/12/13, 18:1:35, 22.5625, 22.5625, 22.5625
2022/12/13, 18:1:40, 22.6250, 22.6250, 22.5000
2022/12/13, 18:1:45, 22.6250, 22.6250, 22.5625
2022/12/13, 18:1:50, 22.6250, 22.6250, 22.5625
2022/12/13, 18:1:55, 22.6875, 22.6250, 22.5625
2022/12/13, 18:2:0, 22.6875, 22.6250, 22.6250
2022/12/13, 18:2:5, 22.6875, 22.6875, 22.6250
2022/12/13, 18:2:10, 22.6875, 22.7500, 22.6250
2022/12/13, 18:2:15, 22.7500, 22.6875, 22.6250
2022/12/13, 18:2:20, 22.7500, 22.7500, 22.6875
2022/12/13, 18:2:25, 22.8125, 22.8125, 22.6875
2022/12/13, 18:2:30, 22.8125, 22.8125, 22.7500
2022/12/13, 18:2:35, 22.8125, 22.8125, 22.8125
2022/12/13, 18:2:40, 22.8750, 22.8125, 22.7500
2022/12/13, 18:2:45, 22.8125, 22.8750, 22.7500
2022/12/13, 18:2:50, 22.8750, 22.8750, 22.8125
2022/12/13, 18:2:55, 22.9375, 22.8750, 22.8125
2022/12/13, 18:3:0, 22.9375, 22.9375, 22.8750
2022/12/13, 18:3:5, 22.9375, 22.9375, 22.8750
2022/12/13, 18:3:10, 22.9375, 22.9375, 22.8750
2022/12/13, 18:3:15, 23.0000, 23.0000, 22.9375
2022/12/13, 18:3:20, 23.0000, 23.0000, 22.9375
2022/12/13, 18:3:25, 23.0625, 23.0000, 22.9375
2022/12/13, 18:3:30, 23.1250, 23.0625, 23.0000
2022/12/13, 18:3:35, 23.1250, 23.1250, 23.0000
2022/12/13, 18:3:40, 23.1250, 23.0625, 23.0625
2022/12/13, 18:3:45, 23.1250, 23.1250, 23.0000
2022/12/13, 18:3:50, 23.1875, 23.1250, 23.0625
2022/12/13, 18:3:55, 23.1875, 23.1875, 23.1250
2022/12/13, 18:4:0, 23.2500, 23.1875, 23.1250
2022/12/13, 18:4:5, 23.1875, 23.1875, 23.1250
2022/12/13, 18:4:10, 23.1875, 23.1875, 23.1250
2022/12/13, 18:4:15, 23.2500, 23.2500, 23.1875
2022/12/13, 18:4:20, 23.3125, 23.2500, 23.1875
2022/12/13, 18:4:25, 23.3125, 23.3125, 23.1875
2022/12/13, 18:4:30, 23.3125, 23.3125, 23.2500
2022/12/13, 18:4:35, 23.3750, 23.3750, 23.2500
2022/12/13, 18:4:40, 23.3750, 23.3750, 23.2500
2022/12/13, 18:4:45, 23.4375, 23.3750, 23.3750
2022/12/13, 18:4:50, 23.4375, 23.4375, 23.3125
2022/12/13, 18:4:55, 23.4375, 23.4375, 23.3750
2022/12/13, 18:5:0, 23.4375, 23.5000, 23.3750
2022/12/13, 18:5:5, 23.5000, 23.5000, 23.4375
2022/12/13, 18:5:10, 23.5000, 23.5000, 23.4375
2022/12/13, 18:5:15, 23.5000, 23.5000, 23.3750
2022/12/13, 18:5:20, 23.5625, 23.5625, 23.5000
2022/12/13, 18:5:25, 23.6250, 23.5625, 23.4375
2022/12/13, 18:5:30, 23.6250, 23.6250, 23.5000
2022/12/13, 18:5:35, 23.6250, 23.6250, 23.5625
2022/12/13, 18:5:40, 23.6250, 23.6250, 23.5000
2022/12/13, 18:5:45, 23.6875, 23.6250, 23.6250
2022/12/13, 18:5:50, 23.6875, 23.6875, 23.6250
2022/12/13, 18:5:55, 23.6875, 23.7500, 23.6250
2022/12/13, 18:6:0, 23.6875, 23.6875, 23.6250
2022/12/13, 18:6:5, 23.7500, 23.7500, 23.6250
2022/12/13, 18:6:10, 23.7500, 23.7500, 23.6875
2022/12/13, 18:6:15, 23.7500, 23.8125, 23.6875
2022/12/13, 18:6:20, 23.8125, 23.7500, 23.7500
2022/12/13, 18:6:25, 23.8125, 23.8750, 23.7500
2022/12/13, 18:6:30, 23.8750, 23.8125, 23.8125
2022/12/13, 18:6:35, 23.8750, 23.8750, 23.8125
2022/12/13, 18:6:40, 23.8750, 23.8750, 23.8125
2022/12/13, 18:6:45, 23.9375, 23.9375, 23.8750
2022/12/13, 18:6:50, 23.9375, 23.9375, 23.8750
2022/12/13, 18:6:55, 23.9375, 23.9375, 23.8750
2022/12/13, 18:7:0, 24.0000, 24.0000, 23.9375
2022/12/13, 18:7:5, 24.0000, 24.0000, 23.9375
2022/12/13, 18:7:10, 24.0625, 24.0000, 24.0000
2022/12/13, 18:7:15, 24.0625, 24.0625, 24.0000
2022/12/13, 18:7:20, 24.0625, 24.0625, 24.0000
2022/12/13, 18:7:25, 24.1250, 24.1250, 24.0000
2022/12/13, 18:7:30, 24.1250, 24.0625, 24.0000
2022/12/13, 18:7:35, 24.1250, 24.1250, 24.0000
2022/12/13, 18:7:40, 24.1875, 24.1250, 24.0625
2022/12/13, 18:7:45, 24.1875, 24.1875, 24.1250
2022/12/13, 18:7:50, 24.2500, 24.1875, 24.1875
2022/12/13, 18:7:55, 24.1875, 24.2500, 24.1250
2022/12/13, 18:8:0, 24.2500, 24.2500, 24.1875
2022/12/13, 18:8:5, 24.2500, 24.2500, 24.2500
