Date,Time,Temp1,Temp2,Temp3
2022/12/9, 16:17:28, 21.1875, 21.1875, 21.1250
2022/12/9, 16:17:30, 21.1875, 21.1875, 21.1250
2022/12/9, 16:17:35, 21.1875, 21.2500, 21.1875
2022/12/9, 16:17:40, 21.1875, 21.1875, 21.1875
2022/12/9, 16:17:45, 21.2500, 21.2500, 21.1875
2022/12/9, 16:17:50, 21.2500, 21.2500, 21.1875
2022/12/9, 16:17:55, 21.2500, 21.3125, 21.1875
2022/12/9, 16:18:0, 21.2500, 21.2500, 21.1875
2022/12/9, 16:18:5, 21.2500, 21.2500, 21.1875
2022/12/9, 16:18:10, 21.3125, 21.3125, 21.1875
2022/12/9, 16:18:15, 21.2500, 21.3125, 21.1875
2022/12/9, 16:18:20, 21.3125, 21.3125, 21.1875
2022/12/9, 16:18:25, 21.3125, 21.3125, 21.1875
2022/12/9, 16:18:30, 21.3750, 21.3125, 21.3125
2022/12/9, 16:18:35, 21.3750, 21.3125, 21.2500
2022/12/9, 16:18:40, 21.3750, 21.3750, 21.2500
2022/12/9, 16:18:45, 21.3750, 21.3125, 21.3125
2022/12/9, 16:18:50, 21.4375, 21.3750, 21.3125
2022/12/9, 16:18:55, 21.4375, 21.3750, 21.3125
2022/12/9, 16:19:0, 21.3750, 21.3750, 21.3750
2022/12/9, 16:19:5, 21.4375, 21.3750, 21.3750
2022/12/9, 16:19:10, 21.4375, 21.5000, 21.3750
2022/12/9, 16:19:15, 21.4375, 21.4375, 21.3750
2022/12/9, 16:19:20, 21.4375, 21.5000, 21.4375
2022/12/9, 16:19:25, 21.4375, 21.5625, 21.3750
2022/12/9, 16:19:30, 21.5000, 21.5000, 21.3750
2022/12/9, 16:19:35, 21.5000, 21.5625, 21.4375
2022/12/9, 16:19:40, 21.5625, 21.5625, 21.4375
2022/12/9, 16:19:45, 21.5625, 21.5625, 21.4375
2022/12/9, 16:19:50, 21.5625, 21.5625, 21.5000
2022/12/9, 16:19:55, 21.6250, 21.5625, 21.5000
2022/12/9, 16:20:0, 21.6250, 21.5625, 21.5625
2022/12/9, 16:20:5, 21.6250, 21.6250, 21.5000
2022/12/9, 16:20:10, 21.6875, 21.6250, 21.5625
2022/12/9, 16:20:15, 21.6875, 21.6250, 21.6250
2022/12/9, 16:20:20, 21.6875, 21.6875, 21.6250
2022/12/9, 16:20:25, 21.7500, 21.6875, 21.6250
2022/12/9, 16:20:30, 21.6875, 21.6875, 21.5625
2022/12/9, 16:20:35, 21.7500, 21.7500, 21.6250
2022/12/9, 16:20:40, 21.7500, 21.7500, 21.6250
2022/12/9, 16:20:45, 21.8125, 21.7500, 21.6875
2022/12/9, 16:20:50, 21.7500, 21.8125, 21.6875
2022/12/9, 16:20:55, 21.8125, 21.8125, 21.6875
2022/12/9, 16:21:0, 21.8125, 21.8750, 21.7500
2022/12/9, 16:21:5, 21.8125, 21.8125, 21.7500
2022/12/9, 16:21:10, 21.8750, 21.8750, 21.7500
2022/12/9, 16:21:15, 21.8750, 21.8750, 21.8125
2022/12/9, 16:21:20, 21.9375, 21.9375, 21.8750
2022/12/9, 16:21:25, 21.9375, 21.9375, 21.8750
2022/12/9, 16:21:30, 22.0000, 21.9375, 21.8125
2022/12/9, 16:21:35, 22.0000, 21.9375, 21.9375
2022/12/9, 16:21:40, 22.0000, 22.0000, 21.8750
2022/12/9, 16:21:45, 22.0000, 22.0000, 21.9375
2022/12/9, 16:21:50, 22.0000, 22.0000, 21.9375
2022/12/9, 16:21:55, 22.0625, 22.0625, 21.9375
2022/12/9, 16:22:0, 22.0625, 22.0625, 21.9375
2022/12/9, 16:22:5, 22.0625, 22.1250, 22.0625
2022/12/9, 16:22:10, 22.1250, 22.0625, 22.0625
2022/12/9, 16:22:15, 22.1250, 22.1250, 22.0625
2022/12/9, 16:22:20, 22.1875, 22.1250, 22.0625
2022/12/9, 16:22:25, 22.1875, 22.1250, 22.0625
2022/12/9, 16:22:30, 22.1875, 22.1875, 22.1250
2022/12/9, 16:22:35, 22.1875, 22.1875, 22.1250
2022/12/9, 16:22:40, 22.2500, 22.2500, 22.1875
2022/12/9, 16:22:45, 22.2500, 22.2500, 22.1875
2022/12/9, 16:22:50, 22.2500, 22.2500, 22.1875
2022/12/9, 16:22:55, 22.3125, 22.2500, 22.1875
2022/12/9, 16:23:0, 22.3125, 22.2500, 22.1875
2022/12/9, 16:23:5, 22.3125, 22.3125, 22.3125
2022/12/9, 16:23:10, 22.3750, 22.3125, 22.2500
2022/12/9, 16:23:15, 22.4375, 22.3750, 22.3125
2022/12/9, 16:23:20, 22.3750, 22.3750, 22.3125
2022/12/9, 16:23:25, 22.4375, 22.4375, 22.3125
2022/12/9, 16:23:30, 22.4375, 22.4375, 22.3125
2022/12/9, 16:23:35, 22.5000, 22.4375, 22.3750
2022/12/9, 16:23:40, 22.5000, 22.5000, 22.3750
2022/12/9, 16:23:45, 22.5000, 22.5000, 22.3750
2022/12/9, 16:23:50, 22.5625, 22.5625, 22.4375
2022/12/9, 16:23:55, 22.5625, 22.5625, 22.4375
2022/12/9, 16:24:0, 22.5625, 22.5625, 22.4375
2022/12/9, 16:24:5, 22.6250, 22.5625, 22.5000
2022/12/9, 16:24:10, 22.6250, 22.5625, 22.5000
2022/12/9, 16:24:15, 22.6250, 22.6250, 22.5625
2022/12/9, 16:24:20, 22.6875, 22.6250, 22.5625
2022/12/9, 16:24:25, 22.6875, 22.6250, 22.5625
2022/12/9, 16:24:30, 22.6875, 22.6875, 22.6250
2022/12/9, 16:24:35, 22.7500, 22.6250, 22.6250
2022/12/9, 16:24:40, 22.6875, 22.7500, 22.6875
2022/12/9, 16:24:45, 22.7500, 22.6875, 22.6875
2022/12/9, 16:24:50, 22.8125, 22.7500, 22.6875
2022/12/9, 16:24:55, 22.8125, 22.7500, 22.6875
2022/12/9, 16:25:0, 22.8750, 22.8125, 22.6875
2022/12/9, 16:25:5, 22.8750, 22.8125, 22.7500
2022/12/9, 16:25:10, 22.8750, 22.8125, 22.7500
2022/12/9, 16:25:15, 22.8750, 22.8750, 22.8125
2022/12/9, 16:25:20, 22.9375, 22.8750, 22.8125
2022/12/9, 16:25:25, 22.9375, 22.9375, 22.8125
2022/12/9, 16:25:30, 22.9375, 22.9375, 22.8750
2022/12/9, 16:25:35, 23.0000, 22.9375, 22.8750
2022/12/9, 16:25:40, 23.0000, 22.9375, 22.8750
2022/12/9, 16:25:45, 23.0625, 23.0000, 22.9375
2022/12/9, 16:25:50, 23.0000, 23.0000, 23.0000
2022/12/9, 16:25:55, 23.0000, 23.0000, 22.9375
2022/12/9, 16:26:0, 23.0625, 23.0625, 23.0000
2022/12/9, 16:26:5, 23.1875, 23.0625, 22.9375
2022/12/9, 16:26:10, 23.1250, 23.0625, 23.0000
2022/12/9, 16:26:15, 23.1875, 23.1250, 23.0625
2022/12/9, 16:26:20, 23.1875, 23.1250, 23.0625
2022/12/9, 16:26:25, 23.2500, 23.1250, 23.1250
2022/12/9, 16:26:30, 23.1875, 23.1875, 23.1250
2022/12/9, 16:26:35, 23.2500, 23.1875, 23.1250
2022/12/9, 16:26:40, 23.2500, 23.1875, 23.1250
2022/12/9, 16:26:45, 23.3125, 23.2500, 23.1875
2022/12/9, 16:26:50, 23.2500, 23.2500, 23.2500
2022/12/9, 16:26:55, 23.3125, 23.3125, 23.2500
2022/12/9, 16:27:0, 23.3750, 23.3125, 23.2500
2022/12/9, 16:27:5, 23.3125, 23.3750, 23.1875
2022/12/9, 16:27:10, 23.3750, 23.3750, 23.2500
2022/12/9, 16:27:15, 23.4375, 23.3750, 23.2500
2022/12/9, 16:27:20, 23.4375, 23.3750, 23.3125
2022/12/9, 16:27:25, 23.4375, 23.4375, 23.3125
2022/12/9, 16:27:30, 23.4375, 23.4375, 23.3750
2022/12/9, 16:27:35, 23.4375, 23.5000, 23.3750
2022/12/9, 16:27:40, 23.5000, 23.4375, 23.3750
2022/12/9, 16:27:45, 23.5000, 23.5625, 23.4375
2022/12/9, 16:27:50, 23.5000, 23.5625, 23.4375
2022/12/9, 16:27:55, 23.5625, 23.5625, 23.4375
2022/12/9, 16:28:0, 23.5625, 23.6250, 23.5000
2022/12/9, 16:28:5, 23.6250, 23.5625, 23.5000
2022/12/9, 16:28:10, 23.6250, 23.5625, 23.5000
2022/12/9, 16:28:15, 23.6250, 23.6250, 23.5625
2022/12/9, 16:28:20, 23.6250, 23.6250, 23.5625
2022/12/9, 16:28:25, 23.6875, 23.6875, 23.6250
2022/12/9, 16:28:30, 23.6875, 23.7500, 23.6250
2022/12/9, 16:28:35, 23.7500, 23.7500, 23.6250
2022/12/9, 16:28:40, 23.7500, 23.7500, 23.6875
2022/12/9, 16:28:45, 23.8125, 23.7500, 23.6875
2022/12/9, 16:28:50, 23.8125, 23.7500, 23.7500
2022/12/9, 16:28:55, 23.8125, 23.8125, 23.7500
2022/12/9, 16:29:0, 23.8125, 23.8125, 23.7500
2022/12/9, 16:29:5, 23.8750, 23.8750, 23.8125
2022/12/9, 16:29:10, 23.8750, 23.8750, 23.7500
2022/12/9, 16:29:15, 23.8750, 23.9375, 23.8750
2022/12/9, 16:29:20, 23.8750, 23.8750, 23.8125
2022/12/9, 16:29:25, 23.9375, 23.8750, 23.8750
2022/12/9, 16:29:30, 23.9375, 23.9375, 23.9375
2022/12/9, 16:29:35, 23.9375, 24.0000, 23.9375
2022/12/9, 16:29:40, 24.0000, 24.0000, 23.9375
2022/12/9, 16:29:45, 24.0625, 24.0000, 23.9375
2022/12/9, 16:29:50, 24.0625, 24.0000, 23.9375
2022/12/9, 16:29:55, 24.1250, 24.0625, 24.0000
2022/12/9, 16:30:0, 24.0625, 24.0625, 24.0000
2022/12/9, 16:30:5, 24.1250, 24.1250, 24.0000
2022/12/9, 16:30:10, 24.1250, 24.1250, 24.0000
2022/12/9, 16:30:15, 24.1875, 24.1250, 24.0625
2022/12/9, 16:30:20, 24.1875, 24.1250, 24.1250
2022/12/9, 16:30:25, 24.2500, 24.1875, 24.0625
2022/12/9, 16:30:30, 24.1875, 24.1875, 24.1250
2022/12/9, 16:30:35, 24.2500, 24.1875, 24.1875
2022/12/9, 16:30:40, 24.2500, 24.2500, 24.1250
2022/12/9, 16:30:45, 24.3125, 24.2500, 24.1875
2022/12/9, 16:30:50, 24.3750, 24.3125, 24.2500
2022/12/9, 16:30:55, 24.3125, 24.3125, 24.2500
